0 ,  0.9360601 ,  Social norms ,  Consideration of social norms
388 ,  0.5019314 ,  Respect for the individual's autonomy ,  Integrity in personal decisions
389 ,  0.50115216 ,  Commitment to a cause ,  Recognition of efforts
390 ,  0.5011337 ,  Understanding of societal norms ,  Ethical responsibility towards others
391 ,  0.5009191 ,  Honesty and accountability ,  Ethical communication and support systems
392 ,  0.50068986 ,  Taking responsibility ,  Commitment to a cause
393 ,  0.5006341 ,  Self-interest: Having ,  Self-actualization
394 ,  0.5003104 ,  Empathy towards others' needs ,  Social responsibility
395 ,  0.4995166 ,  Integrity in action ,  Justice in the law
396 ,  0.49901977 ,  Responsibility in dealing with others ,  Professionalism in behavior
397 ,  0.4989583 ,  Compassion ,  Consideration for others' feelings
398 ,  0.4988999 ,  Supportiveness ,  Fostering a relationship
399 ,  0.49879646 ,  Understanding the effects of inappropriate communication ,  Ethical communication and support systems
400 ,  0.49877858 ,  Honesty and accountability ,  Taking responsibility for one's own actions
401 ,  0.4987313 ,  Selfishness ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
402 ,  0.4985105 ,  Integrity in personal decisions ,  Consideration of implications of actions
403 ,  0.4978991 ,  Respect for personal property ,  Integrity in personal decisions
404 ,  0.4977318 ,  Risk assessment for misconduct ,  Harmful consequences
405 ,  0.49766842 ,  Empathy towards others' preferences ,  Generosity towards those suffering
406 ,  0.49761954 ,  Integrity in action ,  Consideration of implications of actions
407 ,  0.49731016 ,  Empathy towards others' situations ,  Respect for others' possessions
408 ,  0.4972306 ,  Integrity in personal decisions ,  Ethical communication and support systems
409 ,  0.49709836 ,  Honesty and integrity ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
410 ,  0.4970414 ,  Honesty and integrity ,  Professionalism in behavior
411 ,  0.49695316 ,  Appreciation ,  Supportiveness
412 ,  0.49561274 ,  Commitment to a cause ,  Providing feedback and support
413 ,  0.49557048 ,  Integrity in personal decisions ,  Taking responsibility for one's own actions
414 ,  0.49538034 ,  Belief in one's own abilities ,  Respect for others' personal choices and beliefs
415 ,  0.49504447 ,  Self-control ,  Taking responsibility for one's own actions
416 ,  0.49488786 ,  Integrity in action ,  Honesty
417 ,  0.49444467 ,  Consideration of others' comfort ,  Respect for individual choices
418 ,  0.49428278 ,  Value of relationships ,  Empathy towards others' choices
419 ,  0.49415892 ,  Kindness toward others ,  Respect for others' personal choices and beliefs
420 ,  0.49365193 ,  Responsibility in dealing with others ,  Consideration for others' opinions
421 ,  0.493528 ,  Value of relationships ,  Consideration for others' feelings
422 ,  0.49330467 ,  Autonomy ,  Empower
423 ,  0.49324718 ,  Professionalism in behavior ,  Consideration of implications of actions
424 ,  0.49312502 ,  Selfishness ,  Respect for others' possessions
425 ,  0.49283677 ,  Respect for others' feelings ,  Appreciation
426 ,  0.49240148 ,  Kindness toward others ,  Commitment to a cause
427 ,  0.49199492 ,  Healthy interpersonal relationships ,  Empathy towards others' situations
428 ,  0.49168456 ,  Responsibility ,  Ethical communication and support systems
429 ,  0.49145097 ,  Harmful effects of societal influences ,  Understanding the social dynamics
430 ,  0.49108538 ,  Ethical responsibility towards others ,  Respect for others' possessions
431 ,  0.4909019 ,  Respect for the individual's autonomy ,  Ethical responsibility towards others
432 ,  0.49088997 ,  Value of relationships ,  Empathy towards others' situations
433 ,  0.4903708 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Self-actualization
434 ,  0.49024153 ,  Respect for personal property ,  Ethical responsibility towards others
435 ,  0.48971763 ,  Kindness toward others ,  Respect for the privacy of others
436 ,  0.48969358 ,  Generosity towards those suffering ,  Respect for others' possessions
437 ,  0.4892379 ,  Empathy towards others' preferences ,  Self-interest: Having
438 ,  0.48840696 ,  Empathy towards others' choices ,  Honesty in social interactions
439 ,  0.4883179 ,  Empathy towards others' choices ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self
440 ,  0.4881026 ,  Autonomy ,  Respect for individual choices
441 ,  0.48806933 ,  Ethical responsibility towards others ,  Consideration of social norms
442 ,  0.48669636 ,  Awareness of shared experiences ,  Healthy interpersonal relationships
443 ,  0.48658258 ,  Integrity in personal decisions ,  Consideration for others' opinions
444 ,  0.48647028 ,  Respect for personal property ,  Ethical Living
445 ,  0.4864077 ,  Understanding the effects of inappropriate communication ,  Professionalism in behavior
446 ,  0.48614073 ,  Integrity in personal decisions ,  Professionalism in behavior
447 ,  0.4860673 ,  Supportiveness ,  Consideration for others' opinions
448 ,  0.48595554 ,  Autonomy in decision-making ,  Respect for others' personal choices and beliefs
449 ,  0.48573595 ,  Commitment to a cause ,  Social responsibility
450 ,  0.4857084 ,  Harmful effects of societal influences ,  Awareness of social norms
451 ,  0.4855831 ,  Kindness toward others ,  Responsibility in dealing with others
452 ,  0.48517135 ,  Awareness of social norms ,  Building self-awareness
453 ,  0.48484713 ,  Respect for ,  Supportiveness
454 ,  0.4846864 ,  Consider ,  Consideration of implications of actions
455 ,  0.4844908 ,  Compassion ,  Commitment to values
456 ,  0.484169 ,  Empathy towards others' preferences ,  Prioritizing relationships
457 ,  0.48388344 ,  Empathy towards others' preferences ,  Respect for
458 ,  0.48320568 ,  Generosity-based mental health ,  Ethical Living
459 ,  0.48293757 ,  Consideration for others' opinions ,  Respect for others' possessions
460 ,  0.48256665 ,  Professionalism in behavior ,  Ethical responsibility towards others
461 ,  0.48232394 ,  Respect for the individual's autonomy ,  Consideration for others' opinions
462 ,  0.48223355 ,  Consideration of implications of actions ,  Harmful consequences
463 ,  0.4821101 ,  Honesty and accountability ,  Professionalism in behavior
464 ,  0.48201972 ,  Responsibility in dealing with others ,  Generosity towards those suffering
465 ,  0.48201087 ,  Respect for others' personal choices and beliefs ,  Taking responsibility for one's own actions
466 ,  0.4819627 ,  Prioritizing relationships ,  Consideration for others' feelings
467 ,  0.48178813 ,  Prioritizing relationships ,  Empathy towards others' choices
468 ,  0.48173952 ,  Consent and acceptance of differences ,  Ethical responsibility towards others
469 ,  0.4816079 ,  Generosity towards those suffering ,  Commitment to values
470 ,  0.48152566 ,  Personal value judgement ,  Commitment to values
471 ,  0.48148817 ,  Fairness and honesty in decision- ,  Respect for others' personal choices and beliefs
472 ,  0.48145878 ,  Personal value judgement ,  Value of relationships
473 ,  0.48126912 ,  Prioritizing relationships ,  Understanding the social dynamics
474 ,  0.4811174 ,  Consideration for others' opinions ,  Ethical responsibility towards others
475 ,  0.48082832 ,  Generosity-based mental health ,  Empowerment through communication
476 ,  0.48041186 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Consideration for others' feelings
477 ,  0.48032853 ,  Consideration of others' comfort ,  Fostering positive relationships
478 ,  0.48010397 ,  Consideration of the self-initiated; Respect for individual autonomy and dignity; Self-discipline and esteem; Self ,  Self-control
479 ,  0.48006028 ,  Appreciation ,  Commitment to values
480 ,  0.4798904 ,  Understanding the effects of inappropriate communication ,  Honesty in social interactions
481 ,  0.47956553 ,  Honesty in social interactions ,  Understanding the social dynamics
482 ,  0.47938427 ,  Consideration of others' comfort ,  Respect for the privacy of others
483 ,  0.4793589 ,  Empathy towards others' preferences ,  Honesty in social interactions
484 ,  0.47922906 ,  Harmful effects of societal influences ,  Cultural norms
485 ,  0.47902536 ,  Consequences of ,  Legal ramifications
486 ,  0.478668 ,  Awareness of shared experiences ,  Empathy towards others' choices
487 ,  0.47840822 ,  Empowerment through communication ,  Providing feedback and support
488 ,  0.47748688 ,  Communication ,  Honesty in social interactions
489 ,  0.47711095 ,  Awareness of shared experiences ,  Honesty in social interactions
490 ,  0.4769926 ,  Respect for the individual's autonomy ,  Empathy towards others' needs
491 ,  0.4765678 ,  Integrity in personal decisions ,  Responsibility
492 ,  0.47636604 ,  Self-interest: Having ,  Healthy interpersonal relationships
493 ,  0.47633356 ,  Fostering positive relationships ,  Providing feedback and support
494 ,  0.4762602 ,  Commitment to personal goals ,  Empathy towards others' needs
495 ,  0.4759758 ,  Respect for the individual's autonomy ,  Responsibility for actions
496 ,  0.4757626 ,  Selfishness ,  Consideration for others' feelings
497 ,  0.47573078 ,  Consideration of ,  Consideration of social norms
498 ,  0.47566468 ,  Empathy towards others' preferences ,  Value of relationships
499 ,  0.47538835 ,  Honesty in social interactions ,  Professionalism in behavior
500 ,  0.47530013 ,  Ethical responsibility towards others ,  Consideration for others' feelings
501 ,  0.47504187 ,  Prioritizing relationships ,  Consider
502 ,  0.47503793 ,  Empower ,  Recognition of efforts
503 ,  0.47498506 ,  Respect for others' feelings ,  Selfishness
504 ,  0.47472873 ,  Respect for the individual's autonomy ,  Selfishness
505 ,  0.47471923 ,  Respect for the individual's autonomy ,  Respect for diversity and difference
506 ,  0.47448733 ,  Respect for individual choices ,  Taking responsibility for one's own actions
507 ,  0.47446543 ,  Consent and acceptance of differences ,  Consideration for others' feelings
508 ,  0.47425288 ,  Consideration for others' opinions ,  Respect for the privacy of others
509 ,  0.47424465 ,  Prioritizing relationships ,  Consideration of
510 ,  0.47423926 ,  Empowerment through communication ,  Commitment to values
511 ,  0.47410765 ,  Respect for private property ,  Autonomy
512 ,  0.47397304 ,  Empathy towards others' choices ,  Respect for the privacy of others
513 ,  0.47384965 ,  Kindness toward others ,  Honesty
514 ,  0.47365177 ,  Respect for ,  Consideration for others' feelings
515 ,  0.4732435 ,  Empowerment through communication ,  Understanding the social dynamics
516 ,  0.47318986 ,  Belief in one's own abilities ,  Self-interest: Having
517 ,  0.47318769 ,  Autonomy in decision-making ,  Consideration for others' opinions
518 ,  0.47316214 ,  Belief in one's own abilities ,  Self-expression
519 ,  0.47312617 ,  Honesty in social interactions ,  Ethical communication and support systems
520 ,  0.47308087 ,  Prioritizing relationships ,  Responsibility in dealing with others
521 ,  0.47306442 ,  Respect for the individual's autonomy ,  Consideration for others' feelings
522 ,  0.4728989 ,  Consider ,  Consideration for others' feelings
523 ,  0.47281367 ,  Understanding the social dynamics ,  Fostering a relationship
524 ,  0.4727186 ,  Respect for ,  Kindness toward others
525 ,  0.4725867 ,  Respect for individual choices ,  Responsibility for actions
526 ,  0.4725318 ,  Compassion ,  Ethical responsibility towards others
527 ,  0.47243774 ,  Responsibility in dealing with others ,  Ethical Living
528 ,  0.47233123 ,  Commitment to values ,  Responsibility for actions
529 ,  0.47175825 ,  Responsibility in dealing with others ,  Understanding of societal norms
530 ,  0.47158164 ,  Belief in one's own abilities ,  Self-actualization
531 ,  0.4715777 ,  Ethical responsibility towards others ,  Respect for individual choices
532 ,  0.47125277 ,  Honesty in social interactions ,  Consideration of social norms
533 ,  0.47092766 ,  Ability to communicate effectively ,  Honesty in social interactions
534 ,  0.47028393 ,  Respect for personal property ,  Commitment to values
535 ,  0.47012252 ,  Empowerment through communication ,  Honesty in social interactions
536 ,  0.4700817 ,  Responsibility in dealing with others ,  Respect for others' feelings
537 ,  0.47008103 ,  Commitment to a cause ,  Fostering positive relationships
538 ,  0.4698701 ,  Respect for the privacy of others ,  Empathy towards others' situations
539 ,  0.4697149 ,  Recognition and appreciation ,  Consideration of
